Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Customer_Type,State,City,Country,Product_ID,Category,Sub_Category,Product_Name,Unit_Price_INR,Quantity,Discount_Pct,Sales_INR,Cost_INR,Profit_INR,Payment_Method,Delivery_Days,Customer_Rating,Returned,Return_Reason,Year,Month,Month_Name,Quarter,Profit_Margin_Pct
ORD00183,2025-09-29,2025-10-03,Express Delivery,CUST0068,Rohan Verma,Consumer,West Bengal,Howrah,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,32229.44,1,0.1,29006.5,24359.62,4646.88,UPI,4,4.0,No,Not Applicable,2025,9,September,Q3,16.02
ORD00184,2025-09-04,2025-09-10,Standard Delivery,CUST0008,Ananya Gupta,Consumer,Maharashtra,Pune,India,4,Electronics,Laptops,HP 15s Laptop,58762.89,1,0.1,52886.6,44579.17,8307.43,Credit Card,6,4.1,Yes,Damaged Product,2025,9,September,Q3,15.71
ORD00185,2025-04-11,2025-04-14,Standard Delivery,CUST0156,Kavya Joshi,Consumer,Maharashtra,Nagpur,India,10,Home Appliances,Kitchen Appliances,Prestige Mixer Grinder,5090.53,1,0.15,4326.95,3415.03,911.92,Credit Card,3,4.0,No,Not Applicable,2025,4,April,Q2,21.08
ORD00186,2025-09-05,2025-09-06,Same Day Delivery,CUST0155,Rohan Rao,Consumer,West Bengal,Kolkata,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,30600.03,1,0.05,29070.03,23064.88,6005.15,Debit Card,1,3.8,No,Not Applicable,2025,9,September,Q3,20.66
ORD00187,2025-10-01,2025-10-06,Standard Delivery,CUST0173,Sneha Singh,Consumer,Maharashtra,Mumbai,India,18,Fashion,Footwear,Campus Running Shoes,2144.75,2,0.05,4075.03,2665.25,1409.78,UPI,5,4.1,Yes,Damaged Product,2025,10,October,Q4,34.6
ORD00188,2025-08-25,2025-08-30,Standard Delivery,CUST0169,Aarav Gupta,Corporate,West Bengal,Kolkata,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,28587.24,2,0.05,54315.76,46937.46,7378.3,Net Banking,5,3.9,No,Not Applicable,2025,8,August,Q3,13.58
ORD00189,2025-05-13,2025-05-18,Standard Delivery,CUST0149,Sneha Shetty,Consumer,Rajasthan,Jaipur,India,10,Home Appliances,Kitchen Appliances,Prestige Mixer Grinder,4880.81,4,0.1,17570.92,13794.46,3776.46,UPI,5,3.2,No,Not Applicable,2025,5,May,Q2,21.49
ORD00190,2025-07-14,2025-07-17,Express Delivery,CUST0111,Sanjay Joshi,Small Business,Uttar Pradesh,Noida,India,4,Electronics,Laptops,HP 15s Laptop,58707.46,2,0.15,99802.68,89097.71,10704.97,UPI,3,3.7,No,Not Applicable,2025,7,July,Q3,10.73
ORD00191,2025-03-10,2025-03-11,Same Day Delivery,CUST0095,Sanjay Iyer,Corporate,Karnataka,Mysuru,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,9015.21,1,0.05,8564.45,6326.31,2238.14,UPI,1,3.6,No,Not Applicable,2025,3,March,Q1,26.13
ORD00192,2025-06-28,2025-07-02,Standard Delivery,CUST0086,Akash Kumar,Consumer,Kerala,Thiruvananthapuram,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,32609.06,1,0.1,29348.15,25522.64,3825.51,UPI,4,3.6,No,Not Applicable,2025,6,June,Q2,13.03
ORD00193,2025-07-25,2025-07-27,Express Delivery,CUST0126,Rahul Shetty,Consumer,Tamil Nadu,Madurai,India,4,Electronics,Laptops,HP 15s Laptop,57494.51,5,0.15,244351.67,228737.21,15614.46,Credit Card,2,4.5,No,Not Applicable,2025,7,July,Q3,6.39
ORD00194,2025-01-09,2025-01-14,Standard Delivery,CUST0139,Shreya Mehta,Corporate,Delhi,Delhi,India,17,Fashion,Womens Wear,Biba Kurti,2541.87,2,0.05,4829.55,2945.07,1884.48,Credit Card,5,3.7,No,Not Applicable,2025,1,January,Q1,39.02
ORD00195,2025-03-29,2025-04-04,Standard Delivery,CUST0104,Aarav Sharma,Consumer,Maharashtra,Nagpur,India,6,Electronics,Televisions,Samsung 43-inch Smart TV,43786.68,4,0.15,148874.71,136907.99,11966.72,UPI,6,4.0,No,Not Applicable,2025,3,March,Q1,8.04
ORD00196,2025-03-17,2025-03-19,Express Delivery,CUST0112,Pooja Gupta,Corporate,Delhi,New Delhi,India,1,Electronics,Smartphones,Samsung Galaxy S24,70036.37,1,0.1,63032.73,53634.65,9398.08,Cash on Delivery,2,4.6,No,Not Applicable,2025,3,March,Q1,14.91
ORD00197,2025-03-19,2025-03-24,Standard Delivery,CUST0058,Simran Sharma,Corporate,Delhi,Delhi,India,4,Electronics,Laptops,HP 15s Laptop,58946.57,2,0.1,106103.83,91187.23,14916.6,UPI,5,4.2,No,Not Applicable,2025,3,March,Q1,14.06
ORD00198,2025-03-30,2025-04-02,Express Delivery,CUST0148,Vikram Sharma,Corporate,Kerala,Thiruvananthapuram,India,2,Electronics,Smartphones,Apple iPhone 15,71559.04,3,0.1,193209.41,159574.55,33634.86,Cash on Delivery,3,4.0,No,Not Applicable,2025,3,March,Q1,17.41
ORD00199,2025-07-29,2025-08-04,Standard Delivery,CUST0072,Aditya Mishra,Consumer,Karnataka,Bengaluru,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,31613.69,1,0.05,30033.01,25181.94,4851.07,Credit Card,6,3.5,Yes,Changed Mind,2025,7,July,Q3,16.15
ORD00200,2025-01-19,2025-01-24,Standard Delivery,CUST0123,Ravi Patel,Small Business,Karnataka,Mangaluru,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,30401.41,4,0.1,109445.08,90714.32,18730.76,Cash on Delivery,5,3.1,No,Not Applicable,2025,1,January,Q1,17.11
ORD00201,2025-01-29,2025-01-30,Same Day Delivery,CUST0024,Arjun Reddy,Consumer,Tamil Nadu,Coimbatore,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,9012.46,5,0.0,45062.3,31874.76,13187.54,UPI,1,4.7,No,Not Applicable,2025,1,January,Q1,29.27
ORD00202,2025-08-07,2025-08-11,Express Delivery,CUST0177,Meera Patel,Small Business,Telangana,Hyderabad,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24536.09,1,0.1,22082.48,18757.71,3324.77,Debit Card,4,4.6,Yes,Damaged Product,2025,8,August,Q3,15.06
ORD00203,2025-08-18,2025-08-25,Standard Delivery,CUST0020,Kavya Kulkarni,Consumer,Tamil Nadu,Coimbatore,India,20,Beauty & Personal Care,Hair Care,Mamaearth Shampoo,606.12,2,0.1,1091.02,650.79,440.23,UPI,7,4.3,No,Not Applicable,2025,8,August,Q3,40.35
ORD00204,2025-08-21,2025-08-25,Express Delivery,CUST0100,Divya Mishra,Small Business,Maharashtra,Pune,India,4,Electronics,Laptops,HP 15s Laptop,56388.68,4,0.0,225554.72,186856.52,38698.2,UPI,4,4.8,No,Not Applicable,2025,8,August,Q3,17.16
ORD00205,2025-04-08,2025-04-09,Same Day Delivery,CUST0158,Divya Rao,Consumer,Kerala,Thiruvananthapuram,India,1,Electronics,Smartphones,Samsung Galaxy S24,68616.39,1,0.1,61754.75,53838.82,7915.93,Credit Card,1,4.5,No,Not Applicable,2025,4,April,Q2,12.82
ORD00206,2025-06-25,2025-06-30,Standard Delivery,CUST0166,Kavya Kumar,Consumer,Karnataka,Mysuru,India,18,Fashion,Footwear,Campus Running Shoes,2271.93,1,0.15,1931.14,1294.85,636.29,Cash on Delivery,5,3.4,Yes,Late Delivery,2025,6,June,Q2,32.95
ORD00207,2025-09-30,2025-10-02,Express Delivery,CUST0043,Isha Joshi,Small Business,Delhi,Delhi,India,18,Fashion,Footwear,Campus Running Shoes,2146.1,3,0.0,6438.3,3988.33,2449.97,UPI,2,3.7,No,Not Applicable,2025,9,September,Q3,38.05
ORD00208,2025-10-23,2025-10-26,Express Delivery,CUST0061,Karan Kumar,Consumer,Telangana,Warangal,India,1,Electronics,Smartphones,Samsung Galaxy S24,72527.31,2,0.0,145054.62,110193.43,34861.19,Net Banking,3,3.7,No,Not Applicable,2025,10,October,Q4,24.03
ORD00209,2025-06-23,2025-06-25,Express Delivery,CUST0131,Priya Shetty,Consumer,Delhi,New Delhi,India,14,Home & Furniture,Furniture,Wooden Study Table,6461.3,1,0.15,5492.11,4420.68,1071.43,Net Banking,2,4.0,No,Not Applicable,2025,6,June,Q2,19.51
ORD00210,2025-02-27,2025-03-01,Express Delivery,CUST0107,Rohan Iyer,Consumer,Delhi,Delhi,India,8,Electronics,Audio,boAt Airdopes 141,1551.32,2,0.1,2792.38,1752.91,1039.47,Credit Card,2,4.9,Yes,Wrong Product,2025,2,February,Q1,37.23
ORD00211,2025-09-13,2025-09-20,Standard Delivery,CUST0135,Ravi Kulkarni,Consumer,Karnataka,Mysuru,India,4,Electronics,Laptops,HP 15s Laptop,58977.96,1,0.05,56029.06,44166.37,11862.69,UPI,7,4.3,No,Not Applicable,2025,9,September,Q3,21.17
ORD00212,2025-10-30,2025-11-05,Standard Delivery,CUST0084,Nikhil Joshi,Consumer,Telangana,Warangal,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,52749.66,1,0.2,42199.73,41632.92,566.81,UPI,6,4.3,No,Not Applicable,2025,10,October,Q4,1.34
ORD00213,2025-08-25,2025-08-27,Express Delivery,CUST0055,Nikhil Das,Consumer,Maharashtra,Nagpur,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,53013.88,1,0.05,50363.19,42598.39,7764.8,Credit Card,2,3.4,No,Not Applicable,2025,8,August,Q3,15.42
ORD00214,2025-04-28,2025-05-03,Standard Delivery,CUST0005,Sanjay Nair,Corporate,Kerala,Kochi,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,31834.43,3,0.15,81177.8,75497.46,5680.34,UPI,5,4.0,No,Not Applicable,2025,4,April,Q2,7.0
ORD00215,2025-04-22,2025-04-26,Standard Delivery,CUST0151,Sneha Sharma,Small Business,Telangana,Hyderabad,India,8,Electronics,Audio,boAt Airdopes 141,1533.71,3,0.1,4141.02,2667.08,1473.94,Credit Card,4,4.6,No,Not Applicable,2025,4,April,Q2,35.59
ORD00216,2025-06-11,2025-06-16,Standard Delivery,CUST0028,Ananya Verma,Small Business,Tamil Nadu,Madurai,India,15,Home & Furniture,Home Decor,LED Table Lamp,1269.86,2,0.05,2412.73,1541.39,871.34,Credit Card,5,5.0,No,Not Applicable,2025,6,June,Q2,36.11
ORD00217,2025-01-19,2025-01-26,Standard Delivery,CUST0074,Arjun Rao,Consumer,Telangana,Warangal,India,1,Electronics,Smartphones,Samsung Galaxy S24,70260.43,1,0.05,66747.41,54244.33,12503.08,Debit Card,7,3.7,No,Not Applicable,2025,1,January,Q1,18.73
ORD00218,2025-12-10,2025-12-13,Express Delivery,CUST0026,Manish Verma,Consumer,Gujarat,Ahmedabad,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,54147.25,3,0.1,146197.58,127872.27,18325.31,Cash on Delivery,3,4.6,No,Not Applicable,2025,12,December,Q4,12.53
ORD00219,2025-07-26,2025-07-29,Express Delivery,CUST0029,Meera Patel,Small Business,Delhi,Delhi,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,2004.7,1,0.15,1704.0,1173.19,530.81,Credit Card,3,4.1,No,Not Applicable,2025,7,July,Q3,31.15
ORD00220,2025-12-05,2025-12-07,Express Delivery,CUST0147,Rohan Singh,Consumer,Uttar Pradesh,Lucknow,India,15,Home & Furniture,Home Decor,LED Table Lamp,1287.34,2,0.0,2574.68,1527.32,1047.36,UPI,2,5.0,No,Not Applicable,2025,12,December,Q4,40.68
ORD00221,2025-07-23,2025-07-30,Standard Delivery,CUST0104,Aarav Sharma,Consumer,West Bengal,Howrah,India,20,Beauty & Personal Care,Hair Care,Mamaearth Shampoo,593.03,2,0.0,1186.06,672.03,514.03,Credit Card,7,3.5,No,Not Applicable,2025,7,July,Q3,43.34
ORD00222,2025-11-16,2025-11-20,Standard Delivery,CUST0040,Priya Iyer,Consumer,Karnataka,Mysuru,India,4,Electronics,Laptops,HP 15s Laptop,58717.1,2,0.15,99819.07,92139.86,7679.21,Debit Card,4,3.3,No,Not Applicable,2025,11,November,Q4,7.69
ORD00223,2025-12-14,2025-12-18,Standard Delivery,CUST0159,Ravi Patel,Consumer,Rajasthan,Jaipur,India,15,Home & Furniture,Home Decor,LED Table Lamp,1291.32,1,0.1,1162.19,752.16,410.03,Debit Card,4,3.6,No,Not Applicable,2025,12,December,Q4,35.28
ORD00224,2025-04-02,2025-04-05,Express Delivery,CUST0009,Simran Kumar,Consumer,Tamil Nadu,Coimbatore,India,17,Fashion,Womens Wear,Biba Kurti,2485.64,1,0.1,2237.08,1473.86,763.22,Cash on Delivery,3,5.0,No,Not Applicable,2025,4,April,Q2,34.12
ORD00225,2025-09-26,2025-09-29,Express Delivery,CUST0011,Aditi Gupta,Consumer,Tamil Nadu,Madurai,India,8,Electronics,Audio,boAt Airdopes 141,1543.21,2,0.2,2469.14,1824.23,644.91,Debit Card,3,3.2,No,Not Applicable,2025,9,September,Q3,26.12
ORD00226,2025-11-14,2025-11-17,Express Delivery,CUST0113,Nikhil Mehta,Consumer,Tamil Nadu,Coimbatore,India,15,Home & Furniture,Home Decor,LED Table Lamp,1270.43,2,0.15,2159.73,1502.59,657.14,UPI,3,3.1,No,Not Applicable,2025,11,November,Q4,30.43
ORD00227,2025-10-05,2025-10-07,Express Delivery,CUST0074,Arjun Rao,Consumer,Kerala,Kochi,India,15,Home & Furniture,Home Decor,LED Table Lamp,1266.55,3,0.15,3229.7,2194.43,1035.27,Credit Card,2,4.4,Yes,Wrong Product,2025,10,October,Q4,32.05
ORD00228,2025-04-30,2025-05-03,Express Delivery,CUST0046,Ananya Mishra,Consumer,Kerala,Thiruvananthapuram,India,14,Home & Furniture,Furniture,Wooden Study Table,6707.47,4,0.05,25488.39,18535.85,6952.54,UPI,3,3.3,No,Not Applicable,2025,4,April,Q2,27.28
ORD00229,2025-09-13,2025-09-20,Standard Delivery,CUST0038,Isha Gupta,Consumer,Karnataka,Mangaluru,India,10,Home Appliances,Kitchen Appliances,Prestige Mixer Grinder,5027.46,1,0.1,4524.71,3458.85,1065.86,Net Banking,7,3.7,No,Not Applicable,2025,9,September,Q3,23.56
ORD00230,2025-10-31,2025-11-03,Standard Delivery,CUST0035,Sneha Kulkarni,Small Business,Karnataka,Mangaluru,India,14,Home & Furniture,Furniture,Wooden Study Table,6399.67,4,0.15,21758.88,17603.26,4155.62,Net Banking,3,4.2,No,Not Applicable,2025,10,October,Q4,19.1
ORD00231,2025-05-05,2025-05-12,Standard Delivery,CUST0138,Aditi Iyer,Small Business,Telangana,Warangal,India,19,Beauty & Personal Care,Skincare,Lakme Face Cream,692.81,2,0.15,1177.78,767.31,410.47,Net Banking,7,3.0,No,Not Applicable,2025,5,May,Q2,34.85
ORD00232,2025-02-20,2025-02-22,Express Delivery,CUST0149,Sneha Shetty,Consumer,West Bengal,Howrah,India,17,Fashion,Womens Wear,Biba Kurti,2499.8,2,0.2,3999.68,2978.16,1021.52,Net Banking,2,4.3,No,Not Applicable,2025,2,February,Q1,25.54
ORD00233,2025-03-16,2025-03-19,Express Delivery,CUST0021,Nikhil Mishra,Consumer,Delhi,New Delhi,India,9,Home Appliances,Kitchen Appliances,Philips Air Fryer,8689.29,2,0.25,13033.94,13042.66,-8.72,Credit Card,3,4.3,No,Not Applicable,2025,3,March,Q1,-0.07
ORD00234,2025-07-28,2025-08-02,Standard Delivery,CUST0093,Ananya Das,Consumer,West Bengal,Howrah,India,20,Beauty & Personal Care,Hair Care,Mamaearth Shampoo,583.26,2,0.0,1166.52,658.16,508.36,Net Banking,5,3.7,No,Not Applicable,2025,7,July,Q3,43.58
ORD00235,2025-03-31,2025-04-05,Standard Delivery,CUST0094,Rohan Mehta,Consumer,Uttar Pradesh,Kanpur,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,51203.42,3,0.1,138249.23,126297.02,11952.21,Debit Card,5,4.1,Yes,Wrong Product,2025,3,March,Q1,8.65
ORD00236,2025-05-24,2025-05-30,Standard Delivery,CUST0174,Arjun Shetty,Consumer,Kerala,Kochi,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,1950.49,3,0.2,4681.18,3499.15,1182.03,Wallet,6,4.2,Yes,Size/Fit Issue,2025,5,May,Q2,25.25
ORD00237,2025-08-27,2025-08-31,Express Delivery,CUST0119,Rohan Patel,Consumer,Delhi,New Delhi,India,14,Home & Furniture,Furniture,Wooden Study Table,6746.14,1,0.0,6746.14,4585.58,2160.56,UPI,4,3.9,No,Not Applicable,2025,8,August,Q3,32.03
ORD00238,2025-12-24,2025-12-28,Standard Delivery,CUST0138,Aditi Iyer,Small Business,Karnataka,Mangaluru,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,51574.2,2,0.25,77361.3,81079.87,-3718.57,UPI,4,3.1,No,Not Applicable,2025,12,December,Q4,-4.81
ORD00239,2025-04-03,2025-04-09,Standard Delivery,CUST0094,Rohan Mehta,Consumer,Karnataka,Mysuru,India,7,Electronics,Audio,Sony WH-1000XM5 Headphones,29516.11,1,0.05,28040.3,23141.75,4898.55,Cash on Delivery,6,3.5,Yes,Size/Fit Issue,2025,4,April,Q2,17.47
ORD00240,2025-01-31,2025-02-04,Standard Delivery,CUST0119,Rohan Patel,Consumer,Kerala,Thiruvananthapuram,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,52157.52,2,0.15,88667.78,82062.22,6605.56,Net Banking,4,3.8,No,Not Applicable,2025,1,January,Q1,7.45
ORD00241,2025-08-11,2025-08-15,Express Delivery,CUST0057,Rohan Verma,Corporate,Kerala,Kochi,India,2,Electronics,Smartphones,Apple iPhone 15,70315.42,2,0.15,119536.21,109083.54,10452.67,UPI,4,3.8,No,Not Applicable,2025,8,August,Q3,8.74
ORD00242,2025-08-07,2025-08-11,Standard Delivery,CUST0082,Meera Nair,Consumer,Gujarat,Ahmedabad,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,31635.3,2,0.15,53780.01,51079.38,2700.63,Credit Card,4,4.5,No,Not Applicable,2025,8,August,Q3,5.02
ORD00243,2025-11-14,2025-11-21,Standard Delivery,CUST0141,Aarav Verma,Consumer,Uttar Pradesh,Lucknow,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,53044.67,2,0.15,90175.94,84840.64,5335.3,Net Banking,7,3.4,No,Not Applicable,2025,11,November,Q4,5.92
ORD00244,2025-04-30,2025-05-04,Standard Delivery,CUST0053,Manish Gupta,Corporate,Tamil Nadu,Madurai,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,8065.46,2,0.2,12904.74,11251.48,1653.26,Cash on Delivery,4,3.8,No,Not Applicable,2025,4,April,Q2,12.81
ORD00245,2025-09-13,2025-09-15,Express Delivery,CUST0076,Arjun Sharma,Consumer,Gujarat,Vadodara,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,51805.16,1,0.1,46624.64,40798.34,5826.3,UPI,2,4.5,Yes,Size/Fit Issue,2025,9,September,Q3,12.5
ORD00246,2025-07-24,2025-07-28,Standard Delivery,CUST0081,Aditya Kulkarni,Consumer,Maharashtra,Mumbai,India,1,Electronics,Smartphones,Samsung Galaxy S24,69921.33,1,0.0,69921.33,55363.2,14558.13,UPI,4,4.7,No,Not Applicable,2025,7,July,Q3,20.82
ORD00247,2025-07-06,2025-07-07,Same Day Delivery,CUST0013,Priya Patel,Small Business,Telangana,Hyderabad,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,2001.07,2,0.15,3401.82,2328.16,1073.66,Credit Card,1,5.0,No,Not Applicable,2025,7,July,Q3,31.56
ORD00248,2025-04-04,2025-04-09,Standard Delivery,CUST0149,Sneha Shetty,Consumer,Karnataka,Bengaluru,India,8,Electronics,Audio,boAt Airdopes 141,1495.2,1,0.1,1345.68,914.77,430.91,UPI,5,3.8,No,Not Applicable,2025,4,April,Q2,32.02
ORD00249,2025-05-17,2025-05-22,Standard Delivery,CUST0111,Sanjay Joshi,Small Business,Maharashtra,Nagpur,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,27945.47,2,0.05,53096.39,46619.89,6476.5,UPI,5,4.7,No,Not Applicable,2025,5,May,Q2,12.2
ORD00250,2025-07-09,2025-07-10,Same Day Delivery,CUST0115,Simran Verma,Consumer,Rajasthan,Jaipur,India,17,Fashion,Womens Wear,Biba Kurti,2570.27,1,0.1,2313.24,1479.15,834.09,Credit Card,1,3.9,No,Not Applicable,2025,7,July,Q3,36.06
ORD00251,2025-07-11,2025-07-16,Standard Delivery,CUST0054,Akash Verma,Corporate,Karnataka,Bengaluru,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24663.42,2,0.05,46860.5,37529.81,9330.69,Debit Card,5,3.7,No,Not Applicable,2025,7,July,Q3,19.91
ORD00252,2025-02-07,2025-02-10,Express Delivery,CUST0119,Rohan Patel,Consumer,Delhi,Delhi,India,4,Electronics,Laptops,HP 15s Laptop,57246.66,1,0.2,45797.33,45378.84,418.49,Credit Card,3,3.7,No,Not Applicable,2025,2,February,Q1,0.91
ORD00253,2025-03-24,2025-03-25,Same Day Delivery,CUST0099,Pooja Rao,Consumer,Maharashtra,Nagpur,India,1,Electronics,Smartphones,Samsung Galaxy S24,70228.61,1,0.25,52671.46,55570.9,-2899.44,Credit Card,1,3.9,No,Not Applicable,2025,3,March,Q1,-5.5
ORD00254,2025-07-03,2025-07-10,Standard Delivery,CUST0076,Arjun Sharma,Consumer,Tamil Nadu,Madurai,India,14,Home & Furniture,Furniture,Wooden Study Table,6337.51,2,0.2,10140.02,8732.71,1407.31,Debit Card,7,3.4,No,Not Applicable,2025,7,July,Q3,13.88
ORD00255,2025-07-30,2025-08-03,Express Delivery,CUST0067,Vikram Rao,Small Business,Tamil Nadu,Madurai,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,2057.36,3,0.1,5554.87,3398.14,2156.73,Credit Card,4,3.4,No,Not Applicable,2025,7,July,Q3,38.83
ORD00256,2025-05-09,2025-05-14,Standard Delivery,CUST0089,Ananya Mishra,Consumer,Kerala,Kochi,India,20,Beauty & Personal Care,Hair Care,Mamaearth Shampoo,610.26,3,0.0,1830.78,991.87,838.91,UPI,5,3.4,No,Not Applicable,2025,5,May,Q2,45.82
ORD00257,2025-10-29,2025-11-01,Standard Delivery,CUST0025,Sanjay Nair,Corporate,Maharashtra,Mumbai,India,5,Electronics,Laptops,Lenovo IdeaPad Slim 3,51794.16,1,0.0,51794.16,40292.79,11501.37,Net Banking,3,3.8,No,Not Applicable,2025,10,October,Q4,22.21
ORD00258,2025-05-18,2025-05-25,Standard Delivery,CUST0089,Ananya Mishra,Consumer,West Bengal,Howrah,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,29168.25,3,0.0,87504.75,68850.88,18653.87,UPI,7,4.7,Yes,Late Delivery,2025,5,May,Q2,21.32
ORD00259,2025-12-26,2025-12-27,Same Day Delivery,CUST0051,Kavya Das,Small Business,Kerala,Thiruvananthapuram,India,12,Home Appliances,Washing Machines,Samsung 7kg Washing Machine,32163.96,1,0.0,32163.96,24694.54,7469.42,Cash on Delivery,1,3.2,No,Not Applicable,2025,12,December,Q4,23.22
ORD00260,2025-09-04,2025-09-07,Express Delivery,CUST0031,Manish Patel,Consumer,Karnataka,Bengaluru,India,8,Electronics,Audio,boAt Airdopes 141,1455.58,5,0.1,6550.11,4550.97,1999.14,UPI,3,3.7,No,Not Applicable,2025,9,September,Q3,30.52
ORD00261,2025-07-27,2025-07-30,Express Delivery,CUST0008,Ananya Gupta,Consumer,Maharashtra,Mumbai,India,17,Fashion,Womens Wear,Biba Kurti,2565.89,2,0.0,5131.78,2875.35,2256.43,UPI,3,5.0,No,Not Applicable,2025,7,July,Q3,43.97
ORD00262,2025-09-26,2025-09-27,Same Day Delivery,CUST0159,Ravi Patel,Consumer,Tamil Nadu,Madurai,India,6,Electronics,Televisions,Samsung 43-inch Smart TV,42726.42,2,0.0,85452.84,67408.76,18044.08,UPI,1,4.4,No,Not Applicable,2025,9,September,Q3,21.12
ORD00263,2025-02-28,2025-03-02,Express Delivery,CUST0146,Sanjay Singh,Consumer,Tamil Nadu,Chennai,India,14,Home & Furniture,Furniture,Wooden Study Table,6363.37,3,0.05,18135.6,13509.96,4625.64,Debit Card,2,4.6,No,Not Applicable,2025,2,February,Q1,25.51
ORD00264,2025-05-02,2025-05-07,Standard Delivery,CUST0176,Isha Shetty,Corporate,Karnataka,Bengaluru,India,17,Fashion,Womens Wear,Biba Kurti,2487.83,4,0.25,7463.49,5887.01,1576.48,UPI,5,3.4,No,Not Applicable,2025,5,May,Q2,21.12
ORD00265,2025-11-20,2025-11-25,Standard Delivery,CUST0040,Priya Iyer,Consumer,Maharashtra,Pune,India,4,Electronics,Laptops,HP 15s Laptop,59749.79,2,0.0,119499.58,91311.44,28188.14,Cash on Delivery,5,4.2,No,Not Applicable,2025,11,November,Q4,23.59
ORD00266,2025-12-30,2026-01-05,Standard Delivery,CUST0115,Simran Verma,Consumer,Telangana,Hyderabad,India,16,Fashion,Mens Wear,Allen Solly Formal Shirt,2004.0,2,0.15,3406.8,2324.49,1082.31,Cash on Delivery,6,3.7,No,Not Applicable,2025,12,December,Q4,31.77
ORD00267,2025-12-16,2025-12-21,Standard Delivery,CUST0134,Simran Mehta,Consumer,West Bengal,Kolkata,India,14,Home & Furniture,Furniture,Wooden Study Table,6499.25,1,0.15,5524.36,4482.12,1042.24,UPI,5,4.2,No,Not Applicable,2025,12,December,Q4,18.87
ORD00268,2025-11-19,2025-11-21,Express Delivery,CUST0106,Vikram Kumar,Consumer,Karnataka,Bengaluru,India,4,Electronics,Laptops,HP 15s Laptop,56648.74,1,0.05,53816.3,46475.13,7341.17,UPI,2,4.1,No,Not Applicable,2025,11,November,Q4,13.64
ORD00269,2025-09-04,2025-09-08,Standard Delivery,CUST0011,Aditi Gupta,Consumer,Telangana,Warangal,India,3,Electronics,Smartphones,OnePlus Nord CE 4,24918.3,5,0.05,118361.93,94606.61,23755.32,UPI,4,3.9,No,Not Applicable,2025,9,September,Q3,20.07
ORD00270,2025-08-03,2025-08-05,Express Delivery,CUST0030,Vikram Joshi,Consumer,Rajasthan,Jodhpur,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,8189.19,2,0.1,14740.54,11350.68,3389.86,Cash on Delivery,2,2.7,Yes,Damaged Product,2025,8,August,Q3,23.0
ORD00271,2025-02-17,2025-02-24,Standard Delivery,CUST0010,Shreya Reddy,Consumer,Maharashtra,Nagpur,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,7858.15,1,0.05,7465.24,5525.31,1939.93,UPI,7,3.4,No,Not Applicable,2025,2,February,Q1,25.99
ORD00272,2025-08-27,2025-09-02,Standard Delivery,CUST0048,Sneha Mishra,Small Business,Kerala,Thiruvananthapuram,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,7718.64,2,0.0,15437.28,11223.77,4213.51,UPI,6,4.4,No,Not Applicable,2025,8,August,Q3,27.29
ORD00273,2025-03-04,2025-03-05,Same Day Delivery,CUST0124,Aditi Rao,Corporate,Telangana,Warangal,India,11,Home Appliances,Refrigerators,LG 260L Refrigerator,28354.72,3,0.05,80810.95,70313.64,10497.31,UPI,1,4.7,No,Not Applicable,2025,3,March,Q1,12.99
ORD00274,2025-05-31,2025-06-03,Express Delivery,CUST0144,Ananya Kumar,Consumer,Tamil Nadu,Madurai,India,13,Home & Furniture,Furniture,Nilkamal Office Chair,8144.6,3,0.15,20768.73,16784.27,3984.46,UPI,3,4.0,No,Not Applicable,2025,5,May,Q2,19.18
